title,actual_price,approved,item_description,item_category,item_images,item_stock,price,product_weight,sale_price
Long Sports Trousers Joluvi Black,21.93,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Trousers</li><li>Colour: Black</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092753056_R00.jpg"", ""https://cdnbigbuy.com/images/8434092753087_R00.jpg"", ""https://cdnbigbuy.com/images/8434092753117_M0700150_P00.jpg"", ""https://cdnbigbuy.com/images/8434092753117_R00.jpg""]",0,15.35,0.0,12.28
Long Sports Trousers Joluvi Black,19.49,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092378556_R00.jpg"", ""https://cdnbigbuy.com/images/8434092378556_R10.jpg"", ""https://cdnbigbuy.com/images/8434092378556_R20.jpg""]",0,13.64,0.0,10.91
Women’s Hoodie Kappa Karly,19.59,yes,"If you are thinking of renewing your wardrobe, buy <b>Women’s Hoodie Kappa Karly</b> and other <b>Kappa products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Hoodie</li><li>Gender: Lady</li></ul>",CatID:2970,"[""https://cdnbigbuy.com/images/8055160652752_M0708038_P00.jpg"", ""https://cdnbigbuy.com/images/8055160652752R30.jpg""]",0,13.71,0.0,10.97
Long Sports Trousers Joluvi Grey,64.28,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8431786423714_R00.jpg""]",0,48.21,0.0,35.19
Children’s Short Sleeve T-Shirt 4F M0797 Black Deep Black,10.9,yes,"If you are thinking of renewing your wardrobe, buy <b>Children’s Short Sleeve T-Shirt 4F M0797 Black Deep Black</b> and other <b>4F products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: <ul><li>Black</li><li>Deep Black</li></ul></li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Children</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/5904698467129_M0704404_P00.jpg"", ""https://cdnbigbuy.com/images/5904698467129_M0704404_P10.jpg"", ""https://cdnbigbuy.com/images/5904698467129_M0704404_P20.jpg""]",0,7.63,0.0,5.72
Tank Top Joluvi Athlet TIR W Black,10.74,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Tank Top Joluvi Athlet TIR W Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Lady</li></ul>,CatID:3269,"[""https://cdnbigbuy.com/images/8434092812104_M0700170_P00.jpg"", ""https://cdnbigbuy.com/images/8434092812104_R00.jpg""]",0,7.52,0.0,5.64
Men’s Short Sleeve T-Shirt Nexus Socotra White,11.79,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Nexus Socotra White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Recommended age: Adults</li><li>Colour: White</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li><li>Unisex</li></ul></li><li>Country/Region of manufacture: Spain</li><li>Size: L</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090069391R00.jpg""]",0,8.25,0.0,6.19
Long Sports Trousers Joluvi Attack W Blue Lady,53.68,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Attack W Blue Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Blue</li><li>Gender: Lady</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8434092846697_M0700468_P00.jpg"", ""https://cdnbigbuy.com/images/8434092846697_R00.jpg""]",0,40.26,0.0,29.39
Padel skirt Nexus Imagine,23.09,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Padel skirt Nexus Imagine</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Lady</li><li>Country/Region of manufacture: Spain</li><li>Size: L</li></ul>,CatID:3243,"[""https://cdnbigbuy.com/images/8445090015848_M0703407_P00.jpg""]",0,17.32,0.0,12.64
Long Sports Trousers Joluvi Grey,71.35,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8431786002223_M0700051_P00.jpg"", ""https://cdnbigbuy.com/images/8431786002223_R00.jpg""]",0,57.08,0.0,42.24
Long Sports Trousers Joluvi Navy Blue,19.49,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Navy Blue</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092378860_R00.jpg""]",0,13.64,0.0,10.91
Long Sports Trousers Joluvi Meta Black,32.01,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Meta Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092822011_M0700416_P00.jpg"", ""https://cdnbigbuy.com/images/8434092822011_R00.jpg""]",0,24.01,0.0,17.53
Long Sports Trousers Joluvi Navy Blue,30.51,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Navy Blue</li><li>Gender: <ul><li>Unisex</li><li>Adults unisex</li></ul></li><li>Characteristics: Machine washable</li><li>Size: L</li><li>Material: Nylon</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092173038_M0700073_P00.jpg"", ""https://cdnbigbuy.com/images/8434092173038_R00.jpg""]",0,22.88,0.0,16.7
Long Sports Trousers Joluvi Grey Lady,71.16,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Grey Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Lady</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8431786997994_M0700059_P00.jpg"", ""https://cdnbigbuy.com/images/8431786997994_R00.jpg""]",0,53.37,0.0,38.96
Ankle Sports Socks Joluvi Black (One size),8.91,yes,"Children deserve the best, that's why we present to you <b>Ankle Sports Socks Joluvi Black (One size)</b>, ideal for those who seek quality products for their little ones! Get <b>Joluvi</b> and other brands and licences at the best prices!<br><br><ul><li>Gender: <ul><li>Children's</li><li>Men</li><li>Adults unisex</li></ul></li><li>Type: Socks</li><li>Colour: Black</li><li>Size: One size</li><li>Country/Region of manufacture: Spain</li></ul>",CatID:2902,"[""https://cdnbigbuy.com/images/8187_tallas-calcetines0.jpg"", ""https://cdnbigbuy.com/images/8434092473886_M0700115_P00.jpg"", ""https://cdnbigbuy.com/images/8434092473886_R00.jpg"", ""https://cdnbigbuy.com/images/8434092473886_R10.jpg""]",0,6.24,0.0,4.37
Long Sports Trousers Joluvi Navy Blue,19.49,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Navy Blue</li><li>Country/Region of manufacture: Spain</li><li>Size: L</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092463443_R00.jpg""]",0,13.64,0.0,10.91
Long Sports Trousers Joluvi Munster W Green Lady,43.57,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Munster W Green Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Green</li><li>Gender: Lady</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8434092894285_M0700466_P00.jpg"", ""https://cdnbigbuy.com/images/8434092894285_R00.jpg""]",0,32.68,0.0,23.86
Long Sports Trousers Joluvi FASSA Green,64.28,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA Green</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Green</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092819165_M0700429_P00.jpg"", ""https://cdnbigbuy.com/images/8434092819165_R00.jpg""]",0,48.21,0.0,35.19
Long Sports Trousers Joluvi FASSA W Purple Lady,59.67,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA W Purple Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Purple</li><li>Gender: Lady</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8434092811817_M0700442_P00.jpg"", ""https://cdnbigbuy.com/images/8434092811817_R00.jpg""]",0,44.75,0.0,32.67
Long Sports Trousers Joluvi Topaz Black,66.57,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Topaz Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092774358_M0700457_P00.jpg"", ""https://cdnbigbuy.com/images/8434092774358_R00.jpg""]",0,49.93,0.0,36.45
Women's Shorts Joluvi FASSA Zip W Grey,43.57,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Women's Shorts Joluvi FASSA Zip W Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Lady</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092811121_M0700165_P00.jpg"", ""https://cdnbigbuy.com/images/8434092811121_R00.jpg""]",0,32.68,0.0,23.86
Long Sports Trousers Joluvi Aosta Grey,71.35,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Aosta Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8431786999974_M0700326_P00.jpg"", ""https://cdnbigbuy.com/images/8431786999974_R00.jpg""]",0,57.08,0.0,42.24
Men’s Short Sleeve T-Shirt Snatch & Clash Keep White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Keep White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649002115_M0704263_P00.jpg"", ""https://cdnbigbuy.com/images/8435649002115R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Death Inside White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Death Inside White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li><li>Size: L</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649000135_M0704113_P00.jpg"", ""https://cdnbigbuy.com/images/8435649000135R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Day Off,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Day Off</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Size: L</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649000272_M0704110_P00.jpg"", ""https://cdnbigbuy.com/images/8435649000272R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Bear Pocket White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Bear Pocket White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Size: L</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649001422_M0704248_P00.jpg"", ""https://cdnbigbuy.com/images/8435649001422R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Day Off White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Day Off White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649000661_M0704108_P00.jpg"", ""https://cdnbigbuy.com/images/8435649000661R00.jpg""]",0,19.42,0.0,14.18
Men’s Hoodie Kappa Navy Blue,26.51,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Kappa Navy Blue</b> and other <b>Kappa products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Hoodie</li><li>Colour: <ul><li>Blue</li><li>Navy Blue</li></ul></li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8055160124976_M0707912_P00.jpg"", ""https://cdnbigbuy.com/images/8055160124976R30.jpg""]",0,19.88,0.0,14.51
Men’s Short Sleeve T-Shirt Snatch & Clash Death Inside,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Death Inside</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li><li>Characteristics: Hand wash</li><li>Size: L</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649000074_M0704115_P00.jpg"", ""https://cdnbigbuy.com/images/8435649000074R00.jpg"", ""https://cdnbigbuy.com/images/8435649000081_M0704117_P00.jpg"", ""https://cdnbigbuy.com/images/8435649000081R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Reckless White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Reckless White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649002368_M0704267_P00.jpg"", ""https://cdnbigbuy.com/images/8435649002368R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Bear Pocket Black,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Bear Pocket Black</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Black</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649001538_M0704252_P00.jpg"", ""https://cdnbigbuy.com/images/8435649001538R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Reckless,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Reckless</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649002313_M0704266_P00.jpg"", ""https://cdnbigbuy.com/images/8435649002313R00.jpg""]",0,19.42,0.0,14.18
Men’s Short Sleeve T-Shirt Snatch & Clash Duck,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Duck</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Size: L</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649001774_M0704256_P00.jpg"", ""https://cdnbigbuy.com/images/8435649001774R00.jpg""]",0,19.42,0.0,14.18
