title,actual_price,approved,item_description,item_category,item_images,item_stock,price,product_weight,sale_price
Long Sports Trousers Joluvi Eiger Grey,63.45,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Eiger Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092859871_M0700335_P00.jpg"", ""https://cdnbigbuy.com/images/8434092859871_R00.jpg""]",0,47.59,0.0,34.74
Long Sports Trousers Joluvi FASSA Black,64.28,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092819035_M0700426_P00.jpg"", ""https://cdnbigbuy.com/images/8434092819035_R00.jpg""]",0,48.21,0.0,35.19
Long Sports Trousers Joluvi FASSA DESM Black,77.68,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA DESM Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Men</li><li>Size: L</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092818809_M0700434_P00.jpg"", ""https://cdnbigbuy.com/images/8434092818809_R00.jpg""]",0,62.14,0.0,45.98
Men’s Hoodie Nexus Coco,21.76,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Nexus Coco</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Hoodie</li><li>Characteristics: Machine washable</li><li>Size: L</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090069766_M0703335_P00.jpg"", ""https://cdnbigbuy.com/images/8445090083816_M0703338_P00.jpg""]",0,15.23,0.0,12.18
Women’s Sweatshirt without Hood Kappa FROFIO Orange,14.7,yes,"If you are thinking of renewing your wardrobe, buy <b>Women’s Sweatshirt without Hood Kappa FROFIO Orange</b> and other <b>Kappa products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: <ul><li>Necklace</li><li>Sweatshirt</li></ul></li><li>Colour: Orange</li><li>Gender: Lady</li></ul>",CatID:2970,"[""https://cdnbigbuy.com/images/8055160652080_R00.jpg"", ""https://cdnbigbuy.com/images/8055160652080_R10.jpg"", ""https://cdnbigbuy.com/images/8055160652080_R20.jpg"", ""https://cdnbigbuy.com/images/8055160652080_R30.jpg"", ""https://cdnbigbuy.com/images/8055160652080_R40.jpg"", ""https://cdnbigbuy.com/images/8055160652080_S64120887_P00.jpg"", ""https://cdnbigbuy.com/images/8055160652080_S64120887_P20.jpg"", ""https://cdnbigbuy.com/images/8055160652080R30.jpg""]",0,10.29,0.0,8.23
Long Sports Trousers Joluvi FASSA W Black Lady,59.67,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA W Black Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Gender: Lady</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8434092811626_M0700444_P00.jpg"", ""https://cdnbigbuy.com/images/8434092811626_R00.jpg""]",0,44.75,0.0,32.67
Leggings Nexus Caroline,20.56,yes,"If you are thinking of renewing your wardrobe, buy <b>Leggings Nexus Caroline</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Black</li><li>Size: L</li><li>Gender: Adults unisex</li></ul>",CatID:3375,"[""https://cdnbigbuy.com/images/8445090069933_M0703414_P00.jpg""]",0,14.39,0.0,11.51
Long Sports Trousers Joluvi Munster Green,43.57,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Munster Green</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Green</li><li>Gender: Men</li><li>Size: L</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092892021_M0700451_P00.jpg"", ""https://cdnbigbuy.com/images/8434092892021_R00.jpg""]",0,32.68,0.0,23.86
Men’s Hoodie Kappa White,26.51,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Kappa White</b> and other <b>Kappa products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Hoodie</li><li>Colour: White</li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8055160124778_M0708084_P00.jpg"", ""https://cdnbigbuy.com/images/8055160124778R30.jpg""]",0,19.88,0.0,14.51
Men’s Short Sleeve T-Shirt Nexus Heart White,8.84,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Nexus Heart White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Recommended age: Adults</li><li>Colour: White</li><li>Country/Region of manufacture: Spain</li><li>Size: L</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090069636R00.jpg""]",0,6.19,0.0,4.64
Men’s Short Sleeve Polo Shirt Nexus Andaman Navy Blue,15.93,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve Polo Shirt Nexus Andaman Navy Blue</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Polo</li><li>Colour: Navy Blue</li><li>Country/Region of manufacture: Spain</li><li>Size: L</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:2969,"[""https://cdnbigbuy.com/images/8445090058968_M0703455_P00.jpg""]",0,11.15,0.0,8.92
Men’s Sweatshirt without Hood Nexus Zubair White,19.54,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Sweatshirt without Hood Nexus Zubair White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: <ul><li>Hoodie</li><li>Sweatshirt</li></ul></li><li>Colour: White</li><li>Country/Region of manufacture: Spain</li><li>Characteristics: Machine washable</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090070113_M0703317_P00.jpg""]",0,13.68,0.0,10.94
Men’s Hoodie Nexus Coco Black,21.76,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Nexus Coco Black</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: <ul><li>Windbreaker</li><li>Hoodie</li></ul></li><li>Colour: Black</li><li>Characteristics: Machine washable</li><li>Size: L</li><li>Gender: Adults unisex</li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090083809_M0703320_P00.jpg""]",0,15.23,0.0,12.18
Adult's Tracksuit Bottoms Joluvi Black,17.04,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Adult's Tracksuit Bottoms Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Tracksuit Bottoms</li><li>Colour: Black</li><li>Gender: Lady</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092750932_M0700156_P00.jpg"", ""https://cdnbigbuy.com/images/8434092750932_R00.jpg""]",0,11.93,0.0,9.54
Women’s Hoodie Kappa Kaimi Beige,23.55,yes,"If you are thinking of renewing your wardrobe, buy <b>Women’s Hoodie Kappa Kaimi Beige</b> and other <b>Kappa products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Hoodie</li><li>Colour: Beige</li><li>Gender: <ul><li>Unisex</li><li>Lady</li></ul></li><li>Size: L</li><li>Type of fastening: Zip</li></ul>",CatID:2970,"[""https://cdnbigbuy.com/images/8055160652349_R00.jpg"", ""https://cdnbigbuy.com/images/8055160652349_R10.jpg"", ""https://cdnbigbuy.com/images/8055160652349_R20.jpg"", ""https://cdnbigbuy.com/images/8055160652349_S64120901_P00.jpg"", ""https://cdnbigbuy.com/images/8055160652349_S64120901_P20.jpg""]",0,17.66,0.0,12.89
Men’s Sweatshirt without Hood Nexus ZUBAIR White,19.54,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Sweatshirt without Hood Nexus ZUBAIR White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Sweatshirt</li><li>Colour: White</li><li>Characteristics: Machine washable</li><li>Size: L</li><li>Gender: Adults unisex</li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090070120_M0704177_P00.jpg""]",0,13.68,0.0,10.94
Long Sports Trousers Joluvi Grey Lady,53.68,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Grey Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Lady</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8431786283103_M0700025_P00.jpg"", ""https://cdnbigbuy.com/images/8431786283103_R00.jpg"", ""https://cdnbigbuy.com/images/8431786283127_R00.jpg""]",0,40.26,0.0,29.39
Unisex Hoodie Kappa Kaimi Orange,23.55,yes,"If you are thinking of renewing your wardrobe, buy <b>Unisex Hoodie Kappa Kaimi Orange</b> and other <b>Kappa products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: Orange</li><li>Type: Sweatshirt</li><li>Gender: <ul><li>Unisex</li><li>Lady</li></ul></li><li>Type of fastening: Zip</li></ul>",CatID:2970,"[""https://cdnbigbuy.com/images/8055160652288_R00.jpg"", ""https://cdnbigbuy.com/images/8055160652288_R10.jpg"", ""https://cdnbigbuy.com/images/8055160652288_R20.jpg"", ""https://cdnbigbuy.com/images/8055160652288_S64120897_P00.jpg"", ""https://cdnbigbuy.com/images/8055160652288_S64120897_P20.jpg"", ""https://cdnbigbuy.com/images/8055160652295_M0708034_P00.jpg"", ""https://cdnbigbuy.com/images/8055160652295R30.jpg""]",0,17.66,0.0,12.89
Long Sports Trousers Joluvi Black,19.49,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li><li>Unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092724186_R00.jpg"", ""https://cdnbigbuy.com/images/8434092724193_R00.jpg""]",0,13.64,0.0,10.91
Long Sports Trousers Joluvi Black,64.28,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8431786964811_R00.jpg""]",0,48.21,0.0,35.19
Long Sports Trousers Joluvi Red,55.99,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Red</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Red</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li><li>Unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092374213_M0700034_P00.jpg"", ""https://cdnbigbuy.com/images/8434092374213_R00.jpg""]",0,41.99,0.0,30.65
Long Sports Trousers Joluvi Black,24.15,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092040491_M0700065_P00.jpg"", ""https://cdnbigbuy.com/images/8434092040491_R00.jpg""]",0,18.11,0.0,13.22
Men’s Short Sleeve T-Shirt Nexus Dream White,8.73,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Nexus Dream White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Recommended age: Adults</li><li>Colour: White</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li><li>Unisex</li></ul></li><li>Country/Region of manufacture: Spain</li><li>Size: L</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090015558R00.jpg""]",0,6.11,0.0,4.28
Men’s Short Sleeve T-Shirt Nexus PALAU White Brown Green,11.79,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Nexus PALAU White Brown Green</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Recommended age: Adults</li><li>Colour: <ul><li>Green</li><li>White</li><li>Brown</li></ul></li><li>Gender: <ul><li>Men</li><li>Adults unisex</li><li>Unisex</li></ul></li><li>Country/Region of manufacture: Spain</li><li>Size: L</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090069346R00.jpg""]",0,8.25,0.0,6.19
Men’s Hoodie Nexus YUCATÁN White,34.41,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Nexus YUCATÁN White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Hoodie</li><li>Colour: White</li><li>Country/Region of manufacture: Spain</li><li>Characteristics: Machine washable</li><li>Gender: Lady</li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090059804_M0703325_P00.jpg""]",0,25.81,0.0,18.84
Long Sports Trousers Joluvi Navy Blue,25.79,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Navy Blue</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092590552_M0700139_P00.jpg"", ""https://cdnbigbuy.com/images/8434092590552_R00.jpg""]",0,19.34,0.0,14.12
Long Sports Trousers Joluvi Meta Grey,32.01,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Meta Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li><li>Size: L</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092822158_M0700419_P00.jpg"", ""https://cdnbigbuy.com/images/8434092822158_R00.jpg""]",0,24.01,0.0,17.53
Long Sports Trousers Joluvi FASSA Grey,64.28,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092819097_M0700427_P00.jpg"", ""https://cdnbigbuy.com/images/8434092819097_R00.jpg""]",0,48.21,0.0,35.19
Adult's Tracksuit Bottoms Joluvi Yellow Black,29.44,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Adult's Tracksuit Bottoms Joluvi Yellow Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Tracksuit Bottoms</li><li>Colour: <ul><li>Black</li><li>Yellow</li></ul></li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li><li>Characteristics: Machine washable</li><li>Material: Polyester</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092374329_M0700104_P00.jpg"", ""https://cdnbigbuy.com/images/8434092374329_R00.jpg""]",0,22.08,0.0,16.12
Men’s Short Sleeve T-Shirt Nexus IMAGINE White Red,8.73,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Nexus IMAGINE White Red</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Recommended age: Adults</li><li>Colour: <ul><li>Red</li><li>White</li></ul></li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li><li>Size: L</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090015428R00.jpg""]",0,6.11,0.0,4.28
Long Sports Trousers Joluvi Grey,19.49,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: <ul><li>Unisex</li><li>Adults unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092378679_R00.jpg""]",0,13.64,0.0,10.91
Men’s Short Sleeve T-Shirt Nexus KO TAPU Yellow,8.84,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Nexus KO TAPU Yellow</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Type: Short Sleeve T-Shirt</li><li>Recommended age: Adults</li><li>Colour: Yellow</li><li>Gender: <ul><li>Men</li><li>Adults unisex</li></ul></li><li>Country/Region of manufacture: Spain</li><li>Material: Polyester</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090070144R00.jpg""]",0,6.19,0.0,4.64
Long Sports Trousers Joluvi Meta Blue Navy Blue,32.01,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Meta Blue Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: <ul><li>Navy Blue</li><li>Blue</li></ul></li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092822080_M0700417_P00.jpg"", ""https://cdnbigbuy.com/images/8434092822080_R00.jpg""]",0,24.01,0.0,17.53
Children's Shorts Nexus TUBBATAHA Navy Blue,10.84,yes,"Children deserve the best, that's why we present to you <b>Children's Shorts Nexus TUBBATAHA Navy Blue</b>, ideal for those who seek quality products for their little ones! Get <b>Nexus</b> and other brands and licences at the best prices!<br><br><ul><li>Gender: <ul><li>Children's</li><li>Child unisex</li></ul></li><li>Colour: Navy Blue</li><li>Country/Region of manufacture: Spain</li></ul>",CatID:2902,"[""https://cdnbigbuy.com/images/8445090059415_M0703392_P00.jpg""]",0,7.59,0.0,5.69
Men’s Short Sleeve T-Shirt Snatch & Clash Duck White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Duck White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649001729_M0704255_P00.jpg"", ""https://cdnbigbuy.com/images/8435649001729R00.jpg""]",0,19.42,0.0,14.18
Long Sports Trousers Joluvi Black,25.79,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092590378_M0700131_P00.jpg"", ""https://cdnbigbuy.com/images/8434092590378_R00.jpg""]",0,19.34,0.0,14.12
Unisex Short Sleeve T-Shirt Nexus Gran Barrera White,9.53,yes,"If you are thinking of renewing your wardrobe, buy <b>Unisex Short Sleeve T-Shirt Nexus Gran Barrera White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: T-shirt</li><li>Colour: White</li><li>Gender: <ul><li>Unisex</li><li>Adults unisex</li></ul></li><li>Country/Region of manufacture: Spain</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8445090059231_M0703398_P00.jpg""]",0,6.67,0.0,5.0
Skirt Nexus AITUTAKI Black Red,23.87,yes,"If you are thinking of renewing your wardrobe, buy <b>Skirt Nexus AITUTAKI Black Red</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Skirt</li><li>Colour: <ul><li>Black</li><li>Red</li></ul></li><li>Gender: Lady</li><li>Size: L</li></ul>",CatID:2982,"[""https://cdnbigbuy.com/images/8445090069988_M0703406_P00.jpg""]",0,17.9,0.0,13.07
Children’s Sports Shorts Joluvi Navy Blue,25.79,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Children’s Sports Shorts Joluvi Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Gender: <ul><li>Children's</li><li>Children</li></ul></li><li>Type: Trousers</li><li>Colour: Navy Blue</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092590460_M0700136_P00.jpg"", ""https://cdnbigbuy.com/images/8434092590460_R00.jpg""]",0,19.34,0.0,14.12
Men’s Hoodie Nexus Australia White,20.84,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Nexus Australia White</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Hoodie</li><li>Colour: White</li><li>Country/Region of manufacture: Spain</li><li>Characteristics: Machine washable</li><li>Size: L</li><li>Gender: <ul><li>Adults unisex</li><li>Child unisex</li></ul></li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090059514_M0703330_P00.jpg"", ""https://cdnbigbuy.com/images/8445090059552_M0703334_P00.jpg""]",0,14.59,0.0,11.67
Long Sports Trousers Joluvi Navy Blue,25.79,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Navy Blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Navy Blue</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092590521_M0700143_P00.jpg"", ""https://cdnbigbuy.com/images/8434092590521_R00.jpg""]",0,19.34,0.0,14.12
Men’s Hoodie Nexus Fraser Grey,21.0,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Hoodie Nexus Fraser Grey</b> and other <b>Nexus products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Recommended age: Adults</li><li>Type: Hoodie</li><li>Colour: Grey</li><li>Country/Region of manufacture: Spain</li><li>Characteristics: Machine washable</li><li>Size: L</li><li>Gender: <ul><li>Adults unisex</li><li>Unisex</li></ul></li></ul>",CatID:3294,"[""https://cdnbigbuy.com/images/8445090070298_M0703340_P00.jpg""]",0,14.7,0.0,11.76
Long Sports Trousers Joluvi Cobalt blue,55.99,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Cobalt blue</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: <ul><li>Blue</li><li>Cobalt blue</li></ul></li><li>Gender: <ul><li>Men</li><li>Adults unisex</li><li>Unisex</li></ul></li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092398226_M0700040_P00.jpg"", ""https://cdnbigbuy.com/images/8434092398226_R00.jpg""]",0,41.99,0.0,30.65
Men’s Short Sleeve T-Shirt Snatch & Clash Bear Pocket White,25.89,yes,"If you are thinking of renewing your wardrobe, buy <b>Men’s Short Sleeve T-Shirt Snatch & Clash Bear Pocket White</b> and other <b>Snatch & Clash products</b>! The best quality at the best price is now within reach!<br><br><ul><li>Colour: White</li><li>Type: Short Sleeve T-Shirt</li><li>Gender: Adults unisex</li></ul>",CatID:2964,"[""https://cdnbigbuy.com/images/8435649001477_M0704250_P00.jpg"", ""https://cdnbigbuy.com/images/8435649001477R00.jpg""]",0,19.42,0.0,14.18
Long Sports Trousers Joluvi Black,71.35,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8431786999905_R00.jpg"", ""https://cdnbigbuy.com/images/8431786999943_M0700049_P00.jpg"", ""https://cdnbigbuy.com/images/8431786999943_R00.jpg"", ""https://cdnbigbuy.com/images/8431786999943_R10.jpg"", ""https://cdnbigbuy.com/images/8431786999943_R20.jpg"", ""https://cdnbigbuy.com/images/8431786999943_R30.jpg""]",0,57.08,0.0,42.24
Children’s Sports Shorts Joluvi Black,28.85,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Children’s Sports Shorts Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Type: Trousers</li><li>Colour: Black</li><li>Gender: Children</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092179504_M0700069_P00.jpg"", ""https://cdnbigbuy.com/images/8434092179504_R00.jpg""]",0,21.64,0.0,15.8
Long Sports Trousers Joluvi FASSA DESM Grey,77.68,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi FASSA DESM Grey</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Grey</li><li>Gender: Men</li><li>Country/Region of manufacture: Spain</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092818854_M0700435_P00.jpg"", ""https://cdnbigbuy.com/images/8434092818854_R00.jpg""]",0,62.14,0.0,45.98
Long Sports Trousers Joluvi Black Lady,71.16,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black Lady</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: Lady</li></ul>,CatID:3273,"[""https://cdnbigbuy.com/images/8431786997918_M0700056_P00.jpg"", ""https://cdnbigbuy.com/images/8431786997918_R00.jpg"", ""https://cdnbigbuy.com/images/8431786997918_R10.jpg"", ""https://cdnbigbuy.com/images/8431786997918_R20.jpg"", ""https://cdnbigbuy.com/images/8431786997918_R30.jpg""]",0,53.37,0.0,38.96
Long Sports Trousers Joluvi Black,30.51,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Black</b> at the best price and enjoy a healthy life!<br><br><ul><li>Colour: Black</li><li>Gender: <ul><li>Unisex</li><li>Adults unisex</li></ul></li><li>Characteristics: Machine washable</li><li>Material: Nylon</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092172963_M0700070_P00.jpg"", ""https://cdnbigbuy.com/images/8434092172963_R00.jpg""]",0,22.88,0.0,16.7
Long Sports Trousers Joluvi Kilkenny Green,55.07,yes,Keep fit and discover the sector's latest new releases to perform sports with the best guarantees! Purchase <b>Long Sports Trousers Joluvi Kilkenny Green</b> at the best price and enjoy a healthy life!<br><br><ul><li>Recommended age: Adults</li><li>Colour: Green</li><li>Gender: Men</li></ul>,CatID:3307,"[""https://cdnbigbuy.com/images/8434092891871_M0700449_P00.jpg"", ""https://cdnbigbuy.com/images/8434092891871_R00.jpg""]",0,41.3,0.0,30.15
